"u:0","u:1","u:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.0052494,-0.092833,0,1,0.344,0.344,1,0
-0.0052553,-0.092816,0,1,0.345,0.345,1,0
-0.0052613,-0.092798,0,1,0.346,0.346,1,0
-0.0052673,-0.09278,0,1,0.347,0.347,1,0
-0.0052733,-0.092763,0,1,0.348,0.348,1,0
-0.0052793,-0.092745,0,1,0.349,0.349,1,0
-0.0052852,-0.092728,0,1,0.35,0.35,1,0
-0.0052912,-0.09271,0,1,0.351,0.351,1,0
-0.0052972,-0.092693,0,1,0.352,0.352,1,0
-0.0053032,-0.092675,0,1,0.353,0.353,1,0
-0.0053092,-0.092658,0,1,0.354,0.354,1,0
-0.0053151,-0.09264,0,1,0.355,0.355,1,0
-0.0053211,-0.092623,0,1,0.356,0.356,1,0
-0.0053271,-0.092605,0,1,0.357,0.357,1,0
-0.0053331,-0.092588,0,1,0.358,0.358,1,0
-0.0053391,-0.09257,0,1,0.359,0.359,1,0
-0.005345,-0.092553,0,1,0.36,0.36,1,0
-0.005351,-0.092535,0,1,0.361,0.361,1,0
-0.005357,-0.092517,0,1,0.362,0.362,1,0
-0.005363,-0.0925,0,1,0.363,0.363,1,0
-0.005369,-0.092482,0,1,0.364,0.364,1,0
-0.0053749,-0.092465,0,1,0.365,0.365,1,0
-0.0053809,-0.092447,0,1,0.366,0.366,1,0
-0.0053869,-0.09243,0,1,0.367,0.367,1,0
-0.0053929,-0.092412,0,1,0.368,0.368,1,0
-0.0053989,-0.092395,0,1,0.369,0.369,1,0
-0.0054048,-0.092377,0,1,0.37,0.37,1,0
-0.0054108,-0.09236,0,1,0.371,0.371,1,0
-0.0054168,-0.092342,0,1,0.372,0.372,1,0
-0.0054228,-0.092325,0,1,0.373,0.373,1,0
-0.0054288,-0.092307,0,1,0.374,0.374,1,0
-0.0054347,-0.09229,0,1,0.375,0.375,1,0
-0.0054407,-0.092272,0,1,0.376,0.376,1,0
-0.0054467,-0.092255,0,1,0.377,0.377,1,0
-0.0054527,-0.092237,0,1,0.378,0.378,1,0
-0.0054587,-0.092219,0,1,0.379,0.379,1,0
-0.0054647,-0.092202,0,1,0.38,0.38,1,0
-0.0054706,-0.092184,0,1,0.381,0.381,1,0
-0.0054766,-0.092167,0,1,0.382,0.382,1,0
-0.0054826,-0.092149,0,1,0.383,0.383,1,0
-0.0054886,-0.092132,0,1,0.384,0.384,1,0
-0.0054946,-0.092114,0,1,0.385,0.385,1,0
