"u:0","u:1","u:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.0035388,-0.011824,0,1,0.105,0.105,0.2,0
-0.0035678,-0.011826,0,1,0.106,0.106,0.2,0
-0.0035968,-0.011828,0,1,0.107,0.107,0.2,0
-0.0036257,-0.011829,0,1,0.108,0.108,0.2,0
-0.0036547,-0.011831,0,1,0.109,0.109,0.2,0
-0.0036837,-0.011833,0,1,0.11,0.11,0.2,0
-0.0037127,-0.011835,0,1,0.111,0.111,0.2,0
-0.0037416,-0.011837,0,1,0.112,0.112,0.2,0
-0.0037706,-0.011839,0,1,0.113,0.113,0.2,0
-0.0037996,-0.01184,0,1,0.114,0.114,0.2,0
-0.0038286,-0.011842,0,1,0.115,0.115,0.2,0
-0.0038576,-0.011844,0,1,0.116,0.116,0.2,0
-0.0038865,-0.011846,0,1,0.117,0.117,0.2,0
-0.0039155,-0.011848,0,1,0.118,0.118,0.2,0
-0.0039445,-0.01185,0,1,0.119,0.119,0.2,0
-0.0039714,-0.011851,0,1,0.12,0.12,0.2,0
-0.0039973,-0.011853,0,1,0.121,0.121,0.2,0
-0.0040231,-0.011854,0,1,0.122,0.122,0.2,0
-0.004049,-0.011855,0,1,0.123,0.123,0.2,0
-0.0040749,-0.011857,0,1,0.124,0.124,0.2,0
-0.0041007,-0.011858,0,1,0.125,0.125,0.2,0
-0.0041266,-0.01186,0,1,0.126,0.126,0.2,0
-0.0041525,-0.011861,0,1,0.127,0.127,0.2,0
